order_id,product_id,product_name,category,quantity,price_per_unit,line_total,sku
ORD000485,PROD006,Linen Planner,Planner,1,257.23,257.23,HF-35497
ORD000486,PROD001,Azure Journal,Journal,2,244.5,489.0,Yt-75741
ORD000486,PROD003,OliveDrab Planner,Planner,2,198.85,397.7,Ip-25918
ORD000486,PROD017,Coral Planner,Planner,4,133.77,535.08,nv-84293
ORD000486,PROD014,DarkBlue Journal,Journal,3,183.85,551.55,Dp-40152
ORD000487,PROD019,LemonChiffon Journal,Journal,1,197.31,197.31,YE-59667
ORD000487,PROD024,LimeGreen Journal,Journal,1,267.9,267.9,VT-27873
ORD000487,PROD003,OliveDrab Planner,Planner,3,198.85,596.55,Ip-25918
ORD000488,PROD023,Chartreuse Notebook,Notebook,2,199.58,399.16,Pt-64761
ORD000488,PROD024,LimeGreen Journal,Journal,2,267.9,535.8,VT-27873
ORD000488,PROD024,LimeGreen Journal,Journal,1,267.9,267.9,VT-27873
ORD000488,PROD005,PowderBlue Notebook,Notebook,1,190.67,190.67,mO-77244
ORD000489,PROD025,MediumOrchid Journal,Journal,1,259.02,259.02,Pp-54042
ORD000489,PROD008,Linen Notebook,Notebook,3,200.95,602.85,Kd-38029
ORD000489,PROD016,LightGoldenRodYellow Journal,Journal,3,157.32,471.96,aO-75690
ORD000490,PROD005,PowderBlue Notebook,Notebook,1,190.67,190.67,mO-77244
ORD000490,PROD024,LimeGreen Journal,Journal,2,267.9,535.8,VT-27873
ORD000491,PROD009,Ivory Planner,Planner,4,208.84,835.36,sE-48042
ORD000491,PROD015,DarkMagenta Planner,Planner,2,168.72,337.44,te-17226
ORD000491,PROD006,Linen Planner,Planner,3,257.23,771.69,HF-35497
ORD000492,PROD018,Wheat Journal,Journal,2,236.52,473.04,KI-47422
ORD000492,PROD001,Azure Journal,Journal,1,244.5,244.5,Yt-75741
ORD000493,PROD007,FireBrick Journal,Journal,3,180.72,542.16,vz-96571
ORD000493,PROD019,LemonChiffon Journal,Journal,4,197.31,789.24,YE-59667
ORD000493,PROD024,LimeGreen Journal,Journal,4,267.9,1071.6,VT-27873
ORD000494,PROD015,DarkMagenta Planner,Planner,4,168.72,674.88,te-17226
ORD000495,PROD003,OliveDrab Planner,Planner,2,198.85,397.7,Ip-25918
ORD000495,PROD024,LimeGreen Journal,Journal,1,267.9,267.9,VT-27873
ORD000495,PROD011,Coral Planner,Planner,2,139.26,278.52,Ai-65737
ORD000496,PROD014,DarkBlue Journal,Journal,1,183.85,183.85,Dp-40152
ORD000497,PROD021,DodgerBlue Notebook,Notebook,1,261.03,261.03,ac-47365
ORD000498,PROD016,LightGoldenRodYellow Journal,Journal,2,157.32,314.64,aO-75690
ORD000498,PROD024,LimeGreen Journal,Journal,4,267.9,1071.6,VT-27873
ORD000499,PROD023,Chartreuse Notebook,Notebook,2,199.58,399.16,Pt-64761
ORD000499,PROD002,Gainsboro Notebook,Notebook,4,271.0,1084.0,Ak-48739
ORD000500,PROD010,PeachPuff Notebook,Notebook,2,232.54,465.08,aM-00094
ORD000500,PROD010,PeachPuff Notebook,Notebook,4,232.54,930.16,aM-00094
ORD000501,PROD004,CornflowerBlue Planner,Planner,3,169.96,509.88,pW-24977
ORD000501,PROD014,DarkBlue Journal,Journal,4,183.85,735.4,Dp-40152
ORD000502,PROD012,LightSlateGray Journal,Journal,4,240.87,963.48,xq-26622
ORD000503,PROD010,PeachPuff Notebook,Notebook,3,232.54,697.62,aM-00094
ORD000504,PROD014,DarkBlue Journal,Journal,4,183.85,735.4,Dp-40152
ORD000504,PROD015,DarkMagenta Planner,Planner,4,168.72,674.88,te-17226
ORD000504,PROD013,DeepSkyBlue Planner,Planner,3,196.71,590.13,dM-03693
ORD000505,PROD015,DarkMagenta Planner,Planner,4,168.72,674.88,te-17226
ORD000505,PROD008,Linen Notebook,Notebook,2,200.95,401.9,Kd-38029
ORD000505,PROD018,Wheat Journal,Journal,2,236.52,473.04,KI-47422
ORD000506,PROD013,DeepSkyBlue Planner,Planner,1,196.71,196.71,dM-03693
ORD000507,PROD018,Wheat Journal,Journal,2,236.52,473.04,KI-47422
ORD000507,PROD006,Linen Planner,Planner,4,257.23,1028.92,HF-35497
ORD000507,PROD023,Chartreuse Notebook,Notebook,2,199.58,399.16,Pt-64761
ORD000508,PROD001,Azure Journal,Journal,1,244.5,244.5,Yt-75741
ORD000508,PROD001,Azure Journal,Journal,1,244.5,244.5,Yt-75741
ORD000509,PROD021,DodgerBlue Notebook,Notebook,2,261.03,522.06,ac-47365
ORD000509,PROD002,Gainsboro Notebook,Notebook,3,271.0,813.0,Ak-48739
ORD000510,PROD003,OliveDrab Planner,Planner,1,198.85,198.85,Ip-25918
ORD000510,PROD003,OliveDrab Planner,Planner,4,198.85,795.4,Ip-25918
ORD000510,PROD001,Azure Journal,Journal,1,244.5,244.5,Yt-75741
ORD000511,PROD020,DarkBlue Notebook,Notebook,3,303.02,909.06,kB-53902
ORD000511,PROD011,Coral Planner,Planner,4,139.26,557.04,Ai-65737
ORD000512,PROD013,DeepSkyBlue Planner,Planner,3,196.71,590.13,dM-03693
ORD000512,PROD014,DarkBlue Journal,Journal,1,183.85,183.85,Dp-40152
ORD000512,PROD008,Linen Notebook,Notebook,4,200.95,803.8,Kd-38029
ORD000512,PROD018,Wheat Journal,Journal,3,236.52,709.56,KI-47422
ORD000513,PROD012,LightSlateGray Journal,Journal,1,240.87,240.87,xq-26622
ORD000513,PROD015,DarkMagenta Planner,Planner,2,168.72,337.44,te-17226
ORD000513,PROD019,LemonChiffon Journal,Journal,1,197.31,197.31,YE-59667
ORD000513,PROD013,DeepSkyBlue Planner,Planner,2,196.71,393.42,dM-03693
ORD000514,PROD004,CornflowerBlue Planner,Planner,2,169.96,339.92,pW-24977
ORD000515,PROD017,Coral Planner,Planner,2,133.77,267.54,nv-84293
ORD000515,PROD002,Gainsboro Notebook,Notebook,4,271.0,1084.0,Ak-48739
ORD000515,PROD009,Ivory Planner,Planner,4,208.84,835.36,sE-48042
ORD000515,PROD010,PeachPuff Notebook,Notebook,3,232.54,697.62,aM-00094
ORD000516,PROD025,MediumOrchid Journal,Journal,4,259.02,1036.08,Pp-54042
ORD000516,PROD018,Wheat Journal,Journal,4,236.52,946.08,KI-47422
ORD000517,PROD004,CornflowerBlue Planner,Planner,4,169.96,679.84,pW-24977
ORD000518,PROD007,FireBrick Journal,Journal,4,180.72,722.88,vz-96571
ORD000518,PROD004,CornflowerBlue Planner,Planner,1,169.96,169.96,pW-24977
ORD000519,PROD013,DeepSkyBlue Planner,Planner,1,196.71,196.71,dM-03693
ORD000519,PROD010,PeachPuff Notebook,Notebook,1,232.54,232.54,aM-00094
ORD000519,PROD014,DarkBlue Journal,Journal,3,183.85,551.55,Dp-40152
ORD000519,PROD024,LimeGreen Journal,Journal,3,267.9,803.7,VT-27873
ORD000520,PROD020,DarkBlue Notebook,Notebook,3,303.02,909.06,kB-53902
ORD000520,PROD017,Coral Planner,Planner,3,133.77,401.31,nv-84293
ORD000521,PROD001,Azure Journal,Journal,3,244.5,733.5,Yt-75741
ORD000521,PROD014,DarkBlue Journal,Journal,2,183.85,367.7,Dp-40152
ORD000521,PROD005,PowderBlue Notebook,Notebook,4,190.67,762.68,mO-77244
ORD000521,PROD003,OliveDrab Planner,Planner,1,198.85,198.85,Ip-25918
ORD000522,PROD020,DarkBlue Notebook,Notebook,4,303.02,1212.08,kB-53902
ORD000523,PROD009,Ivory Planner,Planner,3,208.84,626.52,sE-48042
ORD000523,PROD014,DarkBlue Journal,Journal,3,183.85,551.55,Dp-40152
ORD000524,PROD003,OliveDrab Planner,Planner,2,198.85,397.7,Ip-25918
ORD000524,PROD004,CornflowerBlue Planner,Planner,2,169.96,339.92,pW-24977
ORD000525,PROD011,Coral Planner,Planner,3,139.26,417.78,Ai-65737
ORD000525,PROD024,LimeGreen Journal,Journal,4,267.9,1071.6,VT-27873
ORD000525,PROD007,FireBrick Journal,Journal,2,180.72,361.44,vz-96571
ORD000525,PROD001,Azure Journal,Journal,2,244.5,489.0,Yt-75741
ORD000526,PROD003,OliveDrab Planner,Planner,1,198.85,198.85,Ip-25918
ORD000526,PROD005,PowderBlue Notebook,Notebook,4,190.67,762.68,mO-77244
ORD000526,PROD014,DarkBlue Journal,Journal,4,183.85,735.4,Dp-40152
ORD000527,PROD023,Chartreuse Notebook,Notebook,4,199.58,798.32,Pt-64761
ORD000527,PROD012,LightSlateGray Journal,Journal,3,240.87,722.61,xq-26622
ORD000527,PROD017,Coral Planner,Planner,3,133.77,401.31,nv-84293
ORD000527,PROD017,Coral Planner,Planner,1,133.77,133.77,nv-84293
ORD000528,PROD014,DarkBlue Journal,Journal,4,183.85,735.4,Dp-40152
ORD000528,PROD016,LightGoldenRodYellow Journal,Journal,3,157.32,471.96,aO-75690
ORD000529,PROD025,MediumOrchid Journal,Journal,3,259.02,777.06,Pp-54042
ORD000529,PROD024,LimeGreen Journal,Journal,4,267.9,1071.6,VT-27873
ORD000529,PROD007,FireBrick Journal,Journal,2,180.72,361.44,vz-96571
ORD000529,PROD013,DeepSkyBlue Planner,Planner,3,196.71,590.13,dM-03693
ORD000530,PROD019,LemonChiffon Journal,Journal,3,197.31,591.93,YE-59667
ORD000531,PROD002,Gainsboro Notebook,Notebook,3,271.0,813.0,Ak-48739
ORD000531,PROD021,DodgerBlue Notebook,Notebook,4,261.03,1044.12,ac-47365
ORD000531,PROD013,DeepSkyBlue Planner,Planner,1,196.71,196.71,dM-03693
ORD000532,PROD020,DarkBlue Notebook,Notebook,4,303.02,1212.08,kB-53902
ORD000532,PROD016,LightGoldenRodYellow Journal,Journal,2,157.32,314.64,aO-75690
ORD000532,PROD016,LightGoldenRodYellow Journal,Journal,1,157.32,157.32,aO-75690
ORD000532,PROD002,Gainsboro Notebook,Notebook,3,271.0,813.0,Ak-48739
ORD000533,PROD004,CornflowerBlue Planner,Planner,1,169.96,169.96,pW-24977
ORD000533,PROD015,DarkMagenta Planner,Planner,1,168.72,168.72,te-17226
ORD000533,PROD011,Coral Planner,Planner,1,139.26,139.26,Ai-65737
ORD000533,PROD018,Wheat Journal,Journal,3,236.52,709.56,KI-47422
ORD000534,PROD023,Chartreuse Notebook,Notebook,2,199.58,399.16,Pt-64761
ORD000534,PROD019,LemonChiffon Journal,Journal,3,197.31,591.93,YE-59667
ORD000534,PROD017,Coral Planner,Planner,1,133.77,133.77,nv-84293
ORD000535,PROD024,LimeGreen Journal,Journal,3,267.9,803.7,VT-27873
ORD000535,PROD003,OliveDrab Planner,Planner,2,198.85,397.7,Ip-25918
ORD000536,PROD010,PeachPuff Notebook,Notebook,3,232.54,697.62,aM-00094
ORD000537,PROD003,OliveDrab Planner,Planner,1,198.85,198.85,Ip-25918
ORD000537,PROD003,OliveDrab Planner,Planner,2,198.85,397.7,Ip-25918
ORD000537,PROD024,LimeGreen Journal,Journal,1,267.9,267.9,VT-27873
ORD000537,PROD006,Linen Planner,Planner,3,257.23,771.69,HF-35497
ORD000538,PROD015,DarkMagenta Planner,Planner,1,168.72,168.72,te-17226
ORD000538,PROD024,LimeGreen Journal,Journal,2,267.9,535.8,VT-27873
ORD000538,PROD010,PeachPuff Notebook,Notebook,2,232.54,465.08,aM-00094
ORD000539,PROD009,Ivory Planner,Planner,2,208.84,417.68,sE-48042
ORD000539,PROD019,LemonChiffon Journal,Journal,3,197.31,591.93,YE-59667
ORD000540,PROD009,Ivory Planner,Planner,4,208.84,835.36,sE-48042
ORD000540,PROD009,Ivory Planner,Planner,1,208.84,208.84,sE-48042
ORD000540,PROD016,LightGoldenRodYellow Journal,Journal,3,157.32,471.96,aO-75690
ORD000541,PROD005,PowderBlue Notebook,Notebook,2,190.67,381.34,mO-77244
ORD000541,PROD023,Chartreuse Notebook,Notebook,4,199.58,798.32,Pt-64761
ORD000541,PROD012,LightSlateGray Journal,Journal,3,240.87,722.61,xq-26622
ORD000541,PROD007,FireBrick Journal,Journal,3,180.72,542.16,vz-96571
ORD000542,PROD015,DarkMagenta Planner,Planner,3,168.72,506.16,te-17226
ORD000542,PROD002,Gainsboro Notebook,Notebook,1,271.0,271.0,Ak-48739
ORD000543,PROD019,LemonChiffon Journal,Journal,4,197.31,789.24,YE-59667
ORD000543,PROD022,Green Journal,Journal,1,193.88,193.88,cT-29909
ORD000543,PROD011,Coral Planner,Planner,1,139.26,139.26,Ai-65737
ORD000544,PROD006,Linen Planner,Planner,3,257.23,771.69,HF-35497
ORD000545,PROD024,LimeGreen Journal,Journal,4,267.9,1071.6,VT-27873
ORD000545,PROD016,LightGoldenRodYellow Journal,Journal,2,157.32,314.64,aO-75690
ORD000545,PROD009,Ivory Planner,Planner,3,208.84,626.52,sE-48042
ORD000545,PROD020,DarkBlue Notebook,Notebook,3,303.02,909.06,kB-53902
ORD000546,PROD014,DarkBlue Journal,Journal,4,183.85,735.4,Dp-40152
ORD000547,PROD020,DarkBlue Notebook,Notebook,2,303.02,606.04,kB-53902
ORD000547,PROD019,LemonChiffon Journal,Journal,2,197.31,394.62,YE-59667
ORD000547,PROD005,PowderBlue Notebook,Notebook,3,190.67,572.01,mO-77244
ORD000548,PROD015,DarkMagenta Planner,Planner,4,168.72,674.88,te-17226
ORD000548,PROD006,Linen Planner,Planner,4,257.23,1028.92,HF-35497
ORD000548,PROD001,Azure Journal,Journal,2,244.5,489.0,Yt-75741
ORD000549,PROD014,DarkBlue Journal,Journal,1,183.85,183.85,Dp-40152
ORD000549,PROD024,LimeGreen Journal,Journal,2,267.9,535.8,VT-27873
ORD000550,PROD018,Wheat Journal,Journal,4,236.52,946.08,KI-47422
ORD000550,PROD023,Chartreuse Notebook,Notebook,2,199.58,399.16,Pt-64761
ORD000550,PROD016,LightGoldenRodYellow Journal,Journal,4,157.32,629.28,aO-75690
ORD000550,PROD015,DarkMagenta Planner,Planner,2,168.72,337.44,te-17226
ORD000551,PROD025,MediumOrchid Journal,Journal,3,259.02,777.06,Pp-54042
ORD000551,PROD010,PeachPuff Notebook,Notebook,4,232.54,930.16,aM-00094
ORD000551,PROD020,DarkBlue Notebook,Notebook,4,303.02,1212.08,kB-53902
ORD000551,PROD018,Wheat Journal,Journal,1,236.52,236.52,KI-47422
ORD000552,PROD012,LightSlateGray Journal,Journal,3,240.87,722.61,xq-26622
ORD000552,PROD011,Coral Planner,Planner,1,139.26,139.26,Ai-65737
ORD000553,PROD002,Gainsboro Notebook,Notebook,2,271.0,542.0,Ak-48739
ORD000553,PROD010,PeachPuff Notebook,Notebook,4,232.54,930.16,aM-00094
ORD000554,PROD002,Gainsboro Notebook,Notebook,3,271.0,813.0,Ak-48739
ORD000554,PROD014,DarkBlue Journal,Journal,2,183.85,367.7,Dp-40152
ORD000554,PROD006,Linen Planner,Planner,4,257.23,1028.92,HF-35497
ORD000554,PROD022,Green Journal,Journal,1,193.88,193.88,cT-29909
ORD000555,PROD006,Linen Planner,Planner,3,257.23,771.69,HF-35497
ORD000556,PROD014,DarkBlue Journal,Journal,1,183.85,183.85,Dp-40152
ORD000556,PROD010,PeachPuff Notebook,Notebook,4,232.54,930.16,aM-00094
ORD000556,PROD009,Ivory Planner,Planner,1,208.84,208.84,sE-48042
ORD000556,PROD020,DarkBlue Notebook,Notebook,4,303.02,1212.08,kB-53902
ORD000557,PROD006,Linen Planner,Planner,4,257.23,1028.92,HF-35497
ORD000558,PROD007,FireBrick Journal,Journal,4,180.72,722.88,vz-96571
ORD000558,PROD014,DarkBlue Journal,Journal,1,183.85,183.85,Dp-40152
ORD000558,PROD015,DarkMagenta Planner,Planner,3,168.72,506.16,te-17226
ORD000559,PROD009,Ivory Planner,Planner,4,208.84,835.36,sE-48042
ORD000559,PROD011,Coral Planner,Planner,3,139.26,417.78,Ai-65737
ORD000559,PROD025,MediumOrchid Journal,Journal,1,259.02,259.02,Pp-54042
ORD000560,PROD021,DodgerBlue Notebook,Notebook,1,261.03,261.03,ac-47365
ORD000560,PROD020,DarkBlue Notebook,Notebook,1,303.02,303.02,kB-53902
ORD000560,PROD012,LightSlateGray Journal,Journal,1,240.87,240.87,xq-26622
ORD000561,PROD021,DodgerBlue Notebook,Notebook,4,261.03,1044.12,ac-47365
ORD000561,PROD014,DarkBlue Journal,Journal,3,183.85,551.55,Dp-40152
ORD000562,PROD005,PowderBlue Notebook,Notebook,1,190.67,190.67,mO-77244
ORD000563,PROD013,DeepSkyBlue Planner,Planner,1,196.71,196.71,dM-03693
ORD000563,PROD006,Linen Planner,Planner,3,257.23,771.69,HF-35497
ORD000563,PROD024,LimeGreen Journal,Journal,1,267.9,267.9,VT-27873
ORD000563,PROD014,DarkBlue Journal,Journal,1,183.85,183.85,Dp-40152
ORD000564,PROD023,Chartreuse Notebook,Notebook,1,199.58,199.58,Pt-64761
ORD000564,PROD012,LightSlateGray Journal,Journal,4,240.87,963.48,xq-26622
ORD000565,PROD017,Coral Planner,Planner,1,133.77,133.77,nv-84293
ORD000565,PROD020,DarkBlue Notebook,Notebook,4,303.02,1212.08,kB-53902
ORD000565,PROD006,Linen Planner,Planner,3,257.23,771.69,HF-35497
ORD000566,PROD009,Ivory Planner,Planner,4,208.84,835.36,sE-48042
ORD000566,PROD020,DarkBlue Notebook,Notebook,3,303.02,909.06,kB-53902
ORD000566,PROD004,CornflowerBlue Planner,Planner,2,169.96,339.92,pW-24977
ORD000567,PROD019,LemonChiffon Journal,Journal,4,197.31,789.24,YE-59667
ORD000567,PROD021,DodgerBlue Notebook,Notebook,3,261.03,783.09,ac-47365
ORD000567,PROD018,Wheat Journal,Journal,4,236.52,946.08,KI-47422
ORD000567,PROD016,LightGoldenRodYellow Journal,Journal,1,157.32,157.32,aO-75690
ORD000568,PROD007,FireBrick Journal,Journal,2,180.72,361.44,vz-96571
ORD000568,PROD022,Green Journal,Journal,4,193.88,775.52,cT-29909
ORD000568,PROD009,Ivory Planner,Planner,4,208.84,835.36,sE-48042
ORD000568,PROD002,Gainsboro Notebook,Notebook,1,271.0,271.0,Ak-48739
ORD000569,PROD010,PeachPuff Notebook,Notebook,3,232.54,697.62,aM-00094
ORD000569,PROD025,MediumOrchid Journal,Journal,3,259.02,777.06,Pp-54042
ORD000569,PROD015,DarkMagenta Planner,Planner,4,168.72,674.88,te-17226
ORD000570,PROD025,MediumOrchid Journal,Journal,3,259.02,777.06,Pp-54042
ORD000571,PROD004,CornflowerBlue Planner,Planner,4,169.96,679.84,pW-24977
ORD000572,PROD018,Wheat Journal,Journal,4,236.52,946.08,KI-47422
ORD000572,PROD012,LightSlateGray Journal,Journal,2,240.87,481.74,xq-26622
ORD000572,PROD014,DarkBlue Journal,Journal,3,183.85,551.55,Dp-40152
ORD000572,PROD011,Coral Planner,Planner,3,139.26,417.78,Ai-65737
ORD000573,PROD010,PeachPuff Notebook,Notebook,4,232.54,930.16,aM-00094
ORD000573,PROD006,Linen Planner,Planner,2,257.23,514.46,HF-35497
ORD000573,PROD013,DeepSkyBlue Planner,Planner,3,196.71,590.13,dM-03693
ORD000573,PROD001,Azure Journal,Journal,3,244.5,733.5,Yt-75741
ORD000574,PROD014,DarkBlue Journal,Journal,2,183.85,367.7,Dp-40152
ORD000574,PROD021,DodgerBlue Notebook,Notebook,1,261.03,261.03,ac-47365
ORD000574,PROD020,DarkBlue Notebook,Notebook,2,303.02,606.04,kB-53902
ORD000574,PROD005,PowderBlue Notebook,Notebook,1,190.67,190.67,mO-77244
ORD000575,PROD022,Green Journal,Journal,1,193.88,193.88,cT-29909
ORD000575,PROD012,LightSlateGray Journal,Journal,1,240.87,240.87,xq-26622
ORD000575,PROD024,LimeGreen Journal,Journal,4,267.9,1071.6,VT-27873
ORD000575,PROD018,Wheat Journal,Journal,2,236.52,473.04,KI-47422
ORD000576,PROD023,Chartreuse Notebook,Notebook,2,199.58,399.16,Pt-64761
ORD000576,PROD011,Coral Planner,Planner,2,139.26,278.52,Ai-65737
ORD000576,PROD010,PeachPuff Notebook,Notebook,1,232.54,232.54,aM-00094
ORD000576,PROD001,Azure Journal,Journal,2,244.5,489.0,Yt-75741
ORD000577,PROD017,Coral Planner,Planner,1,133.77,133.77,nv-84293
ORD000577,PROD020,DarkBlue Notebook,Notebook,3,303.02,909.06,kB-53902
ORD000577,PROD006,Linen Planner,Planner,2,257.23,514.46,HF-35497
ORD000577,PROD015,DarkMagenta Planner,Planner,1,168.72,168.72,te-17226
ORD000578,PROD009,Ivory Planner,Planner,1,208.84,208.84,sE-48042
ORD000578,PROD023,Chartreuse Notebook,Notebook,1,199.58,199.58,Pt-64761
ORD000578,PROD015,DarkMagenta Planner,Planner,4,168.72,674.88,te-17226
ORD000578,PROD024,LimeGreen Journal,Journal,1,267.9,267.9,VT-27873
ORD000579,PROD014,DarkBlue Journal,Journal,1,183.85,183.85,Dp-40152
ORD000579,PROD004,CornflowerBlue Planner,Planner,2,169.96,339.92,pW-24977
ORD000579,PROD009,Ivory Planner,Planner,1,208.84,208.84,sE-48042
ORD000579,PROD024,LimeGreen Journal,Journal,2,267.9,535.8,VT-27873
ORD000580,PROD009,Ivory Planner,Planner,1,208.84,208.84,sE-48042
ORD000580,PROD011,Coral Planner,Planner,1,139.26,139.26,Ai-65737
ORD000581,PROD011,Coral Planner,Planner,4,139.26,557.04,Ai-65737
ORD000581,PROD023,Chartreuse Notebook,Notebook,3,199.58,598.74,Pt-64761
ORD000581,PROD019,LemonChiffon Journal,Journal,3,197.31,591.93,YE-59667
ORD000581,PROD020,DarkBlue Notebook,Notebook,1,303.02,303.02,kB-53902
ORD000582,PROD023,Chartreuse Notebook,Notebook,3,199.58,598.74,Pt-64761
ORD000582,PROD010,PeachPuff Notebook,Notebook,2,232.54,465.08,aM-00094
ORD000582,PROD019,LemonChiffon Journal,Journal,3,197.31,591.93,YE-59667
ORD000583,PROD020,DarkBlue Notebook,Notebook,3,303.02,909.06,kB-53902
ORD000583,PROD013,DeepSkyBlue Planner,Planner,3,196.71,590.13,dM-03693
ORD000584,PROD024,LimeGreen Journal,Journal,4,267.9,1071.6,VT-27873
ORD000584,PROD016,LightGoldenRodYellow Journal,Journal,2,157.32,314.64,aO-75690
ORD000584,PROD012,LightSlateGray Journal,Journal,2,240.87,481.74,xq-26622
ORD000585,PROD017,Coral Planner,Planner,4,133.77,535.08,nv-84293
ORD000585,PROD006,Linen Planner,Planner,4,257.23,1028.92,HF-35497
ORD000586,PROD009,Ivory Planner,Planner,1,208.84,208.84,sE-48042
ORD000586,PROD021,DodgerBlue Notebook,Notebook,2,261.03,522.06,ac-47365
ORD000587,PROD013,DeepSkyBlue Planner,Planner,1,196.71,196.71,dM-03693
ORD000588,PROD002,Gainsboro Notebook,Notebook,4,271.0,1084.0,Ak-48739
ORD000589,PROD008,Linen Notebook,Notebook,4,200.95,803.8,Kd-38029
ORD000589,PROD006,Linen Planner,Planner,1,257.23,257.23,HF-35497
ORD000590,PROD005,PowderBlue Notebook,Notebook,3,190.67,572.01,mO-77244
ORD000591,PROD011,Coral Planner,Planner,1,139.26,139.26,Ai-65737
ORD000592,PROD020,DarkBlue Notebook,Notebook,4,303.02,1212.08,kB-53902
ORD000592,PROD010,PeachPuff Notebook,Notebook,1,232.54,232.54,aM-00094
ORD000593,PROD001,Azure Journal,Journal,3,244.5,733.5,Yt-75741
ORD000593,PROD025,MediumOrchid Journal,Journal,4,259.02,1036.08,Pp-54042
ORD000593,PROD020,DarkBlue Notebook,Notebook,3,303.02,909.06,kB-53902
ORD000593,PROD016,LightGoldenRodYellow Journal,Journal,2,157.32,314.64,aO-75690
ORD000594,PROD009,Ivory Planner,Planner,3,208.84,626.52,sE-48042
ORD000594,PROD021,DodgerBlue Notebook,Notebook,4,261.03,1044.12,ac-47365
ORD000594,PROD004,CornflowerBlue Planner,Planner,2,169.96,339.92,pW-24977
ORD000595,PROD022,Green Journal,Journal,3,193.88,581.64,cT-29909
ORD000595,PROD004,CornflowerBlue Planner,Planner,4,169.96,679.84,pW-24977
ORD000595,PROD011,Coral Planner,Planner,2,139.26,278.52,Ai-65737
ORD000595,PROD007,FireBrick Journal,Journal,1,180.72,180.72,vz-96571
ORD000596,PROD022,Green Journal,Journal,3,193.88,581.64,cT-29909
ORD000597,PROD006,Linen Planner,Planner,2,257.23,514.46,HF-35497
ORD000597,PROD011,Coral Planner,Planner,4,139.26,557.04,Ai-65737
ORD000598,PROD012,LightSlateGray Journal,Journal,2,240.87,481.74,xq-26622
ORD000598,PROD010,PeachPuff Notebook,Notebook,3,232.54,697.62,aM-00094
ORD000598,PROD024,LimeGreen Journal,Journal,3,267.9,803.7,VT-27873
ORD000599,PROD001,Azure Journal,Journal,4,244.5,978.0,Yt-75741
ORD000599,PROD002,Gainsboro Notebook,Notebook,4,271.0,1084.0,Ak-48739
ORD000599,PROD012,LightSlateGray Journal,Journal,2,240.87,481.74,xq-26622
ORD000599,PROD015,DarkMagenta Planner,Planner,3,168.72,506.16,te-17226
ORD000600,PROD001,Azure Journal,Journal,3,244.5,733.5,Yt-75741
ORD000600,PROD014,DarkBlue Journal,Journal,4,183.85,735.4,Dp-40152
ORD000600,PROD011,Coral Planner,Planner,2,139.26,278.52,Ai-65737
ORD000601,PROD024,LimeGreen Journal,Journal,4,267.9,1071.6,VT-27873
ORD000601,PROD024,LimeGreen Journal,Journal,4,267.9,1071.6,VT-27873
ORD000601,PROD002,Gainsboro Notebook,Notebook,4,271.0,1084.0,Ak-48739
ORD000602,PROD002,Gainsboro Notebook,Notebook,1,271.0,271.0,Ak-48739
ORD000602,PROD002,Gainsboro Notebook,Notebook,3,271.0,813.0,Ak-48739
ORD000602,PROD009,Ivory Planner,Planner,3,208.84,626.52,sE-48042
ORD000602,PROD015,DarkMagenta Planner,Planner,3,168.72,506.16,te-17226
ORD000603,PROD005,PowderBlue Notebook,Notebook,3,190.67,572.01,mO-77244
ORD000603,PROD019,LemonChiffon Journal,Journal,2,197.31,394.62,YE-59667
ORD000604,PROD018,Wheat Journal,Journal,3,236.52,709.56,KI-47422
ORD000604,PROD023,Chartreuse Notebook,Notebook,1,199.58,199.58,Pt-64761
ORD000604,PROD005,PowderBlue Notebook,Notebook,1,190.67,190.67,mO-77244
ORD000605,PROD006,Linen Planner,Planner,3,257.23,771.69,HF-35497
ORD000605,PROD015,DarkMagenta Planner,Planner,2,168.72,337.44,te-17226
ORD000606,PROD005,PowderBlue Notebook,Notebook,1,190.67,190.67,mO-77244
ORD000607,PROD017,Coral Planner,Planner,3,133.77,401.31,nv-84293
ORD000608,PROD021,DodgerBlue Notebook,Notebook,1,261.03,261.03,ac-47365
ORD000608,PROD024,LimeGreen Journal,Journal,1,267.9,267.9,VT-27873
ORD000608,PROD019,LemonChiffon Journal,Journal,1,197.31,197.31,YE-59667
ORD000609,PROD019,LemonChiffon Journal,Journal,4,197.31,789.24,YE-59667
ORD000610,PROD015,DarkMagenta Planner,Planner,4,168.72,674.88,te-17226
ORD000610,PROD024,LimeGreen Journal,Journal,2,267.9,535.8,VT-27873
ORD000610,PROD021,DodgerBlue Notebook,Notebook,3,261.03,783.09,ac-47365
ORD000611,PROD001,Azure Journal,Journal,4,244.5,978.0,Yt-75741
ORD000611,PROD019,LemonChiffon Journal,Journal,3,197.31,591.93,YE-59667
ORD000611,PROD001,Azure Journal,Journal,4,244.5,978.0,Yt-75741
ORD000611,PROD001,Azure Journal,Journal,1,244.5,244.5,Yt-75741
ORD000612,PROD018,Wheat Journal,Journal,4,236.52,946.08,KI-47422
ORD000612,PROD021,DodgerBlue Notebook,Notebook,2,261.03,522.06,ac-47365
ORD000612,PROD025,MediumOrchid Journal,Journal,3,259.02,777.06,Pp-54042
ORD000613,PROD004,CornflowerBlue Planner,Planner,1,169.96,169.96,pW-24977
ORD000613,PROD018,Wheat Journal,Journal,1,236.52,236.52,KI-47422
